,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Number of Ref-ed Antibodies,Article Count,Interactions,GO Score,UV Score,Overall Score,GO Terms
402,Q96H20,SNF8,None,0,22,0,0,1,2,-2,,"['C:cytoplasm', 'C:cytosol', 'C:endosome membrane', 'C:ESCRT II complex', 'C:extracellular exosome', 'C:late endosome membrane', 'C:membrane', 'C:nucleoplasm', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:recycling endosome', 'C:transcription regulator complex', 'F:channel regulator activity', 'F:lipid binding', 'F:protein homodimerization activity', 'P:early endosome to late endosome transport', 'P:endocytic recycling', 'P:macroautophagy', 'P:membrane fission', 'P:multivesicular body assembly', 'P:multivesicular body sorting pathway', 'P:positive regulation of exosomal secretion', 'P:positive regulation of gene expression', 'P:positive regulation of protein catabolic process', 'P:protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway', 'P:regulation of protein catabolic process', 'P:regulation of protein complex stability', 'P:regulation of transcription by RNA polymerase II']"
403,Q96HP0,DOCK6,None,0,12,0,1,4,0,3,,"['C:cytosol', 'C:perinuclear region of cytoplasm', 'F:guanyl-nucleotide exchange factor activity', 'P:small GTPase-mediated signal transduction']"
404,Q96HW7,INTS4,None,0,26,0,0,12,0,3,,"['C:integrator complex', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'P:regulation of transcription elongation by RNA polymerase II', 'P:snRNA processing']"
405,Q96JH7,VCPIP1,None,0,26,0,6,7,2,3,,"['C:cytoplasm', 'C:endoplasmic reticulum lumen', 'C:Golgi stack', 'C:nucleus', 'F:cysteine-type deubiquitinase activity', 'P:DNA damage response', 'P:endoplasmic reticulum membrane fusion', 'P:Golgi reassembly', 'P:protein deubiquitination', 'P:protein K11-linked deubiquitination', 'P:protein K48-linked deubiquitination', 'P:protein ubiquitination', 'P:protein-DNA covalent cross-linking repair', 'P:proteolysis', 'P:regulation of protein localization to chromatin']"
406,Q96KC8,DNAJC1,None,0,23,0,3,2,0,3,,"['C:endomembrane system', 'C:endoplasmic reticulum', 'C:endoplasmic reticulum membrane', 'C:membrane', 'C:nuclear membrane', 'C:plasma membrane', 'F:ATPase activator activity', 'F:DNA binding', 'F:protein-folding chaperone binding', 'P:negative regulation of proteolysis', 'P:protein folding', 'P:regulation of protein secretion', 'P:regulation of translation']"
407,Q96KS0,EGLN2,None,0,31,0,4,3,0,-4,,"['C:cytoplasm', 'C:nucleoplasm', 'C:nucleus', 'F:2-oxoglutarate-dependent dioxygenase activity', 'F:ferrous iron binding', 'F:hypoxia-inducible factor-proline dioxygenase activity', 'F:L-ascorbic acid binding', 'F:oxygen sensor activity', 'F:peptidyl-proline 4-dioxygenase activity', 'P:cell redox homeostasis', 'P:cellular response to hypoxia', 'P:intracellular estrogen receptor signaling pathway', 'P:peptidyl-proline hydroxylation to 4-hydroxy-L-proline', 'P:positive regulation of protein catabolic process', 'P:regulation of cell growth', 'P:regulation of neuron apoptotic process', 'P:response to hypoxia']"
408,Q96L14,NA,None,0,0,0,3095,0,0,3,,['F:identical protein binding']
409,Q96L93,KIF16B,None,0,15,0,0,1,0,-4,,"['C:cytoplasm', 'C:cytosol', 'C:early endosome', 'C:early endosome membrane', 'C:endosome', 'C:kinesin complex', 'C:microtubule', 'C:spindle', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:microtubule binding', 'F:phosphatidylinositol-3,4,5-trisphosphate binding', 'F:phosphatidylinositol-3,4-bisphosphate binding', 'F:phosphatidylinositol-3,5-bisphosphate binding', 'F:phosphatidylinositol-3-phosphate binding', 'F:plus-end-directed microtubule motor activity', 'P:early endosome to late endosome transport', 'P:endoderm development', 'P:epidermal growth factor receptor signaling pathway', 'P:fibroblast growth factor receptor signaling pathway', 'P:formation of primary germ layer', 'P:Golgi to endosome transport', 'P:microtubule-based movement', 'P:receptor catabolic process', 'P:regulation of receptor recycling']"
410,Q96M86,DNHD1,None,0,7,0,0,1,0,2,,"['C:extracellular exosome', 'C:inner dynein arm', 'C:sperm flagellum', 'F:ATP binding', 'F:dynein intermediate chain binding', 'F:dynein light intermediate chain binding', 'F:minus-end-directed microtubule motor activity', 'P:flagellated sperm motility', 'P:sperm flagellum assembly']"
411,Q96ME1,NA,None,0,21,0,3095,1,0,3,,"['C:cytosol', 'C:SCF ubiquitin ligase complex', 'P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process']"
412,Q96N11,INTS15,None,0,11,0,0,2,0,3,,['C:integrator complex']
413,Q96PI1,SPRR4,None,0,8,0,3,0,0,-4,,"['C:cell cortex', 'P:keratinization']"
414,Q96PV4,PNMA5,None,0,16,0,0,0,0,2,,"['F:identical protein binding', 'P:positive regulation of apoptotic process']"
415,Q96QP1,ALPK1,None,0,23,0,2,1,0,2,,"['C:centrosome', 'C:cilium', 'C:cytosol', 'C:spindle pole', 'F:ATP binding', 'F:monosaccharide binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:cilium assembly', 'P:cytoplasmic pattern recognition receptor signaling pathway', 'P:innate immune response', 'P:positive regulation of canonical NF-kappaB signal transduction']"
416,Q96RS0,TGS1,None,0,25,0,0,5,0,3,,"['C:Cajal body', 'C:cytoplasm', 'C:cytosol', 'C:extracellular space', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'C:small nuclear ribonucleoprotein complex', 'F:RNA cap trimethylguanosine synthase activity', 'F:RNA methyltransferase activity', 'P:7-methylguanosine cap hypermethylation', 'P:ribonucleoprotein complex biogenesis', 'P:spliceosomal snRNP assembly']"
417,Q96RT8,TUBGCP5,None,0,26,0,0,7,0,3,,"['C:centrosome', 'C:cytosol', 'C:equatorial microtubule organizing center', 'C:gamma-tubulin complex', 'C:gamma-tubulin ring complex', 'C:microtubule', 'C:spindle pole', 'F:gamma-tubulin binding', 'F:microtubule binding', 'P:cytoplasmic microtubule organization', 'P:meiotic cell cycle', 'P:microtubule nucleation', 'P:mitotic cell cycle', 'P:spindle assembly']"
418,Q96S38,RPS6KC1,None,0,26,0,0,1,0,3,,"['C:early endosome', 'C:endosome', 'C:lysosome', 'C:membrane', 'F:ATP binding', 'F:phosphatidylinositol binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:signal transduction']"
419,Q96SF7,TBX15,None,0,26,0,1,3,7,2,,"['C:chromatin', 'C:nucleus', 'C:RNA polymerase II transcription repressor complex', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:DNA-binding transcription repressor activity, RNA polymerase II-specific', 'F:protein homodimerization activity', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:sequence-specific double-stranded DNA binding', 'P:cell fate specification', 'P:embryonic cranial skeleton morphogenesis', 'P:positive regulation of DNA-templated transcription', 'P:regulation of transcription by RNA polymerase II']"
420,Q96T21,SECISBP2,None,0,31,0,2,1,1,3,,"['C:mitochondrion', 'C:nucleoplasm', 'C:ribonucleoprotein complex', 'F:DNA binding', ""F:mRNA 3'-UTR binding"", 'F:ribonucleoprotein complex binding', 'F:RNA binding', 'F:selenocysteine insertion sequence binding', 'P:forebrain neuron development', 'P:negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'P:selenocysteine incorporation', 'P:striatum development']"
421,Q96T51,RUFY1,None,0,31,0,1,1,0,3,,"['C:cytoplasm', 'C:cytosol', 'C:early endosome membrane', 'C:endosome', 'C:intracellular membrane-bounded organelle', 'C:nuclear speck', 'F:identical protein binding', 'F:lipid binding', 'F:metal ion binding', 'F:protein-macromolecule adaptor activity', 'F:SH2 domain binding', 'F:SH3 domain binding', 'P:early endosome to Golgi transport', 'P:endocytosis', 'P:endosomal vesicle fusion', 'P:protein transport', 'P:regulation of endocytosis', 'P:small GTPase-mediated signal transduction']"
422,Q96T76,MMS19,None,0,26,0,26,8,3,3,,"['C:centrosome', 'C:CIA complex', 'C:cytoplasm', 'C:cytosol', 'C:membrane', 'C:MMXD complex', 'C:nucleoplasm', 'C:nucleus', 'C:spindle', 'C:transcription factor TFIIH holo complex', 'F:enzyme binding', 'F:nuclear estrogen receptor binding', 'F:protein-macromolecule adaptor activity', 'F:signaling receptor complex adaptor activity', 'F:transcription coactivator activity', 'P:chromosome segregation', 'P:DNA repair', 'P:protein maturation by iron-sulfur cluster transfer']"
423,Q99543,DNAJC2,None,0,29,0,6,2,-1,2,,"['C:cytoplasm', 'C:cytosol', 'C:nuclear membrane', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'F:ATPase activator activity', 'F:chromatin binding', 'F:histone binding', 'F:Hsp70 protein binding', 'F:ribosome binding', 'F:RNA binding', 'F:ubiquitin-modified histone reader activity', ""P:'de novo' cotranslational protein folding"", 'P:chromatin organization', 'P:DNA replication', 'P:negative regulation of DNA biosynthetic process', 'P:positive regulation of DNA-templated transcription', 'P:regulation of cellular response to heat', 'P:regulation of translational fidelity']"
424,Q99570,PIK3R4,None,0,33,0,13,9,0,3,,"['C:autophagosome', 'C:axoneme', 'C:cytosol', 'C:intracellular membrane-bounded organelle', 'C:late endosome', 'C:membrane', 'C:microtubule cytoskeleton', 'C:nucleus-vacuole junction', 'C:phagocytic vesicle membrane', 'C:phosphatidylinositol 3-kinase complex, class III', 'C:phosphatidylinositol 3-kinase complex, class III, type I', 'C:phosphatidylinositol 3-kinase complex, class III, type II', 'F:ATP binding', 'F:protein kinase activity', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:autophagosome maturation', 'P:cellular response to glucose starvation', 'P:early endosome to late endosome transport', 'P:late endosome to vacuole transport', 'P:macroautophagy', 'P:phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'P:phosphatidylinositol-3-phosphate biosynthetic process', 'P:protein phosphorylation', 'P:protein targeting to lysosome', 'P:protein targeting to vacuole', 'P:receptor catabolic process', 'P:regulation of autophagy', 'P:regulation of cytokinesis', 'P:regulation of macroautophagy']"
425,Q99627,COPS8,None,0,34,0,2,5,0,2,,"['C:COP9 signalosome', 'C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:nucleoplasm', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'P:activation of NF-kappaB-inducing kinase activity', 'P:COP9 signalosome assembly', 'P:negative regulation of cell population proliferation', 'P:protein deneddylation', 'P:protein neddylation', 'P:protein phosphorylation', 'P:regulation of protein neddylation']"
426,Q99962,SH3GL2,None,0,36,0,0,7,0,6,,"['C:cell projection', 'C:clathrin-coated endocytic vesicle membrane', 'C:cytoplasm', 'C:cytosol', 'C:early endosome', 'C:glutamatergic synapse', 'C:Golgi membrane', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:presynapse', 'F:identical protein binding', 'F:lipid binding', 'P:cellular response to brain-derived neurotrophic factor stimulus', 'P:central nervous system development', 'P:dendrite extension', 'P:negative regulation of blood-brain barrier permeability', 'P:negative regulation of gene expression', 'P:negative regulation of protein phosphorylation', 'P:neuron projection development', 'P:signal transduction', 'P:synaptic vesicle uncoating']"
427,Q99986,VRK1,None,0,35,0,20,3,2,2,,"['C:Cajal body', 'C:chromatin', 'C:cytosol', 'C:Golgi stack', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'F:ATP binding', 'F:histone binding', 'F:histone H2AX kinase activity', 'F:histone H3S10 kinase activity', 'F:histone H3T3 kinase activity', 'F:kinase activity', 'F:nucleosomal DNA binding', 'F:protein kinase activity', 'F:protein kinase binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:Cajal body organization', 'P:cell division', 'P:chromatin remodeling', 'P:DNA damage response', 'P:Golgi disassembly', 'P:mitotic nuclear membrane disassembly', 'P:neuron projection development', 'P:positive regulation of protein localization to chromatin', 'P:protein autophosphorylation', 'P:protein phosphorylation', 'P:regulation of neuron migration', 'P:signal transduction']"
428,Q9BPZ3,PAIP2,None,0,23,0,0,2,-5,2,,"['C:cytoplasm', 'F:mRNA binding', 'F:mRNA regulatory element binding translation repressor activity', 'F:translation repressor activity', 'P:memory', 'P:negative regulation of translation', 'P:negative regulation of translational initiation', 'P:regulation of long-term synaptic potentiation', 'P:spermatogenesis', 'P:translation']"
429,Q9BQ70,TCF25,None,0,25,0,0,3,3,3,,"['C:cytosol', 'C:nucleus', 'C:RQC complex', 'F:DNA binding', 'F:transcription corepressor activity', 'P:heart development', 'P:negative regulation of transcription by RNA polymerase II', 'P:regulation of protein K48-linked ubiquitination', 'P:rescue of stalled ribosome']"
430,Q9BQS8,FYCO1,None,0,24,0,4,3,0,-4,,"['C:autophagosome', 'C:Golgi apparatus', 'C:intracellular membrane-bounded organelle', 'C:late endosome', 'C:lysosome', 'C:membrane', 'F:metal ion binding', 'P:plus-end-directed vesicle transport along microtubule', 'P:positive regulation of autophagosome maturation']"
431,Q9BRX2,PELO,None,0,24,0,0,3,-1,5,,"['C:cytoplasm', 'C:cytosolic ribosome', 'C:Dom34-Hbs1 complex', 'F:metal ion binding', 'F:ribosome binding', 'F:stalled ribosome sensor activity', 'P:cell division', 'P:chromosome organization', 'P:endoderm development', 'P:inner cell mass cell proliferation', 'P:mesenchymal to epithelial transition', 'P:nonfunctional rRNA decay', 'P:nuclear-transcribed mRNA catabolic process, no-go decay', 'P:nuclear-transcribed mRNA catabolic process, non-stop decay', 'P:positive regulation of BMP signaling pathway', 'P:regulation of translation', 'P:rescue of stalled ribosome', 'P:ribosome disassembly', 'P:RNA surveillance', 'P:stem cell population maintenance']"
432,Q9BUI4,POLR3C,None,0,23,0,0,8,3,2,,"['C:cytosol', 'C:nucleoplasm', 'C:RNA polymerase III complex', ""F:DNA-directed 5'-3' RNA polymerase activity"", 'F:single-stranded DNA binding', 'P:defense response to virus', 'P:DNA-templated transcription', 'P:innate immune response', 'P:positive regulation of innate immune response', 'P:positive regulation of interferon-beta production', 'P:regulation of transcription by RNA polymerase III']"
433,Q9BUN8,DERL1,None,0,27,0,0,6,0,3,,"['C:Derlin-1 retrotranslocation complex', 'C:Derlin-1-VIMP complex', 'C:early endosome', 'C:endoplasmic reticulum', 'C:endoplasmic reticulum membrane', 'C:endoplasmic reticulum quality control compartment', 'C:late endosome', 'C:membrane', 'F:ATPase binding', 'F:identical protein binding', 'F:MHC class I protein binding', 'F:protease binding', 'F:protein-containing complex binding', 'F:signal recognition particle binding', 'F:signaling receptor activity', 'F:ubiquitin protein ligase binding', 'F:ubiquitin-specific protease binding', 'P:cellular response to misfolded protein', 'P:endoplasmic reticulum unfolded protein response', 'P:ERAD pathway', 'P:establishment of protein localization', 'P:positive regulation of protein ubiquitination', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein destabilization', 'P:response to unfolded protein', 'P:retrograde protein transport, ER to cytosol']"
434,Q9BV94,EDEM2,None,0,28,0,2,3,0,-2,,"['C:endoplasmic reticulum', 'C:endoplasmic reticulum lumen', 'C:endoplasmic reticulum quality control compartment', 'C:membrane', 'F:calcium ion binding', 'F:mannosyl-oligosaccharide 1,2-alpha-mannosidase activity', 'P:carbohydrate metabolic process', 'P:ERAD pathway', 'P:mannoprotein catabolic process', 'P:positive regulation of retrograde protein transport, ER to cytosol', 'P:response to unfolded protein', 'P:viral protein processing']"
435,Q9BX26,SYCP2,None,0,17,0,5,4,1,2,,"['C:condensed chromosome, centromeric region', 'C:lateral element', 'C:nucleus', 'C:synaptonemal complex', 'F:DNA binding', 'P:apoptotic process', 'P:cell division', 'P:ectopic germ cell programmed cell death', 'P:female meiotic nuclear division', 'P:fertilization', 'P:male genitalia morphogenesis', 'P:male meiotic nuclear division', 'P:negative regulation of apoptotic process', 'P:negative regulation of developmental process', 'P:negative regulation of reproductive process', 'P:synaptonemal complex assembly']"
436,Q9BX40,LSM14B,None,0,12,0,0,4,-1,3,,"['C:ribonucleoprotein complex', 'F:mRNA binding', 'F:RNA binding', 'P:regulation of translation']"
437,Q9BXB5,OSBPL10,None,0,29,0,0,1,0,3,,"['C:cytoskeleton', 'C:cytosol', 'C:membrane', 'F:cholesterol binding', 'F:phosphatidylserine binding', 'F:phospholipid transporter activity', 'P:phosphatidylserine acyl-chain remodeling']"
438,Q9BY89,KIAA1671,None,0,8,0,0,1,0,3,,[]
439,Q9BYC2,OXCT2,None,0,24,0,0,0,0,3,,"['C:mitochondrial matrix', 'C:mitochondrion', 'C:motile cilium', 'F:succinyl-CoA:3-oxo-acid CoA-transferase activity', 'P:cellular ketone body metabolic process', 'P:ketone body catabolic process']"
440,Q9C029,TRIM7,None,0,26,0,2,0,0,3,,"['C:cytoplasm', 'C:Golgi apparatus', 'C:nucleus', 'F:ubiquitin protein ligase activity', 'F:zinc ion binding', 'P:antiviral innate immune response', 'P:protein ubiquitination']"
441,Q9H019,MTFR1L,None,0,8,0,0,0,0,2,,"['C:mitochondrion', 'P:aerobic respiration', 'P:mitochondrial fission']"
442,Q9H0M0,WWP1,None,0,27,0,2,6,1,3,,"['C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:nucleus', 'C:plasma membrane', 'C:ubiquitin ligase complex', 'F:ubiquitin protein ligase activity', 'F:ubiquitin-protein transferase activity', 'P:central nervous system development', 'P:monoatomic ion transmembrane transport', 'P:negative regulation of DNA-templated transcription', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein ubiquitination', 'P:signal transduction', 'P:symbiont entry into host cell']"
443,Q9H147,DNTTIP1,None,0,22,0,0,1,1,3,,"['C:chromosome', 'C:histone deacetylase complex', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'F:DNA binding', 'F:nucleosome binding', 'F:protein homodimerization activity']"
444,Q9H1I8,ASCC2,None,0,25,0,6,2,3,6,,"['C:activating signal cointegrator 1 complex', 'C:cytosolic ribosome', 'C:DNA repair complex', 'C:nuclear speck', 'C:nucleoplasm', 'C:nucleus', 'F:K63-linked polyubiquitin modification-dependent protein binding', 'F:ubiquitin binding', 'P:DNA alkylation repair', 'P:DNA duplex unwinding', 'P:regulation of DNA-templated transcription', 'P:rescue of stalled ribosome', 'P:ribosome disassembly', 'P:ribosome-associated ubiquitin-dependent protein catabolic process']"
445,Q9H2V7,SPNS1,None,0,19,0,1,0,0,3,,"['C:lysosomal membrane', 'C:membrane', 'C:mitochondrial inner membrane', 'F:transmembrane transporter activity', 'P:lysophospholipid transport', 'P:phospholipid efflux', 'P:regulation of lysosomal lumen pH']"
446,Q9H3C7,GGNBP2,None,0,17,0,0,2,0,3,,"['C:cytoplasm', 'C:cytoplasmic vesicle', 'C:nucleus', 'P:cell differentiation', 'P:labyrinthine layer blood vessel development', 'P:negative regulation of cell population proliferation', 'P:negative regulation of gene expression', 'P:negative regulation of peptidyl-serine phosphorylation of STAT protein', 'P:negative regulation of tyrosine phosphorylation of STAT protein', 'P:spermatogenesis']"
447,Q9H4G0,EPB41L1,None,0,19,0,0,4,-1,3,,"['C:cytoskeleton', 'C:cytosol', 'C:plasma membrane', 'F:actin binding', 'F:structural molecule activity', 'P:actomyosin structure organization', 'P:cortical actin cytoskeleton organization']"
448,Q9H4H8,FAM83D,None,0,16,0,1,5,0,3,,"['C:cytoplasm', 'C:cytosol', 'C:intercellular bridge', 'C:microtubule cytoskeleton', 'C:mitotic spindle', 'C:mitotic spindle pole', 'C:spindle', 'F:kinesin binding', 'F:microtubule binding', 'F:protein kinase binding', 'P:cell division', 'P:cell migration', 'P:cell population proliferation', 'P:epithelial to mesenchymal transition', 'P:metaphase chromosome alignment', 'P:positive regulation of cell cycle G1/S phase transition', 'P:protein localization to mitotic spindle', 'P:regulation of ERK1 and ERK2 cascade', 'P:regulation of protein catabolic process', 'P:regulation of TOR signaling', 'P:signal transduction']"
449,Q9H582,ZNF644,None,0,14,0,1,1,4,-4,,"['C:nucleus', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:metal ion binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:transcription corepressor binding', 'P:regulation of transcription by RNA polymerase II']"
450,Q9H5I1,SUV39H2,None,0,36,0,8,5,3,2,,"['C:chromatin', 'C:chromosome, centromeric region', 'C:nucleoplasm', 'C:nucleus', 'F:histone H3 methyltransferase activity', 'F:histone H3K9 methyltransferase activity', 'F:histone H3K9 trimethyltransferase activity', 'F:S-adenosyl-L-methionine binding', 'F:transcription cis-regulatory region binding', 'F:ubiquitin-like ligase-substrate adaptor activity', 'F:zinc ion binding', 'P:cell differentiation', 'P:cellular response to hypoxia', 'P:chromatin organization', 'P:chromatin remodeling', 'P:circadian rhythm', 'P:epigenetic programming in the zygotic pronuclei', 'P:methylation', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of gene expression, epigenetic', 'P:negative regulation of transcription by RNA polymerase II']"
451,Q9H6S0,YTHDC2,None,0,16,0,7,9,0,3,,"['C:endoplasmic reticulum', 'C:perinuclear region of cytoplasm', 'C:ribonucleoprotein granule', ""F:3'-5' RNA helicase activity"", 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:ATP-dependent activity, acting on RNA', 'F:helicase activity', 'F:N6-methyladenosine-containing RNA reader activity', 'F:RNA binding', 'F:RNA polymerase binding', 'P:germline cell cycle switching, mitotic to meiotic cell cycle', 'P:meiotic cell cycle', 'P:oocyte development', 'P:positive regulation by host of viral genome replication', 'P:response to interleukin-1', 'P:response to tumor necrosis factor', 'P:spermatid development']"
452,Q9H6W3,RIOX1,None,0,26,0,1,1,1,-1,,"['C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'F:2-oxoglutarate-dependent dioxygenase activity', 'F:histone H3K36 demethylase activity', 'F:histone H3K36me/H3K36me2 demethylase activity', 'F:histone H3K4 demethylase activity', 'F:histone H3K4me/H3K4me2/H3K4me3 demethylase activity', 'F:iron ion binding', 'F:peptidyl-histidine dioxygenase activity', 'F:protein demethylase activity', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of osteoblast differentiation']"
453,Q9H7D7,WDR26,None,0,17,0,1,3,0,3,,"['C:cytoplasm', 'C:cytosol', 'C:GID complex', 'C:mitochondrion', 'C:nucleoplasm', 'C:nucleus', 'C:ubiquitin ligase complex', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process']"
454,Q9H7Z3,NRDE2,None,0,11,0,1,2,-1,3,,"['C:nuclear speck', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'P:cell division', 'P:DNA damage response', 'P:mitotic cell cycle', 'P:mRNA processing', 'P:mRNA stabilization', 'P:negative regulation of RNA catabolic process', 'P:positive regulation of RNA export from nucleus', 'P:regulatory ncRNA-mediated heterochromatin formation', 'P:RNA splicing']"
455,Q9H9A6,LRRC40,None,0,20,0,0,0,0,3,,"['C:membrane', 'P:signal transduction']"
456,Q9HB96,FANCE,None,0,29,0,28,2,1,-4,,"['C:centrosome', 'C:chromatin', 'C:chromosome', 'C:cytosol', 'C:Fanconi anaemia nuclear complex', 'C:nucleoplasm', 'C:nucleus', 'P:interstrand cross-link repair']"
457,Q9HBE1,PATZ1,None,0,23,0,1,0,7,3,,"['C:male germ cell nucleus', 'C:nucleoplasm', 'C:nucleus', 'F:chromatin binding', 'F:DNA binding', 'F:DNA-binding transcription repressor activity, RNA polymerase II-specific', 'F:metal ion binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:ubiquitin protein ligase binding', 'P:male gonad development', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of endothelial cell migration', 'P:negative regulation of transcription by RNA polymerase II', 'P:positive regulation of DNA-templated transcription', 'P:regulation of cytokine production', 'P:regulation of DNA-templated transcription', 'P:regulation of immune system process', 'P:spermatogenesis', 'P:T cell differentiation']"
458,Q9HBM1,SPC25,None,0,22,0,4,11,0,2,,"['C:cytosol', 'C:kinetochore', 'C:Ndc80 complex', 'C:nucleus', 'P:attachment of spindle microtubules to kinetochore', 'P:cell division', 'P:chromosome segregation', 'P:mitotic spindle assembly checkpoint signaling', 'P:mitotic spindle organization']"
459,Q9HCD6,TANC2,None,0,9,0,0,2,0,3,,"['C:axon', 'C:dendritic spine', 'P:dense core granule cytoskeletal transport', 'P:regulation of dendritic spine development', 'P:regulation of dendritic spine morphogenesis']"
460,Q9HCX4,TRPC7,None,0,34,0,0,0,0,3,,"['C:cation channel complex', 'C:nuclear envelope', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'F:calcium channel activity', 'F:inositol 1,4,5 trisphosphate binding', 'F:store-operated calcium channel activity', 'P:calcium ion transmembrane transport', 'P:regulation of cytosolic calcium ion concentration', 'P:single fertilization']"
461,Q9HD45,TM9SF3,None,0,20,0,0,1,0,3,,"['C:membrane', 'P:protein localization to membrane']"
462,Q9HD67,MYO10,None,0,23,0,5,3,-1,2,,"['C:cell cortex', 'C:cytosol', 'C:filopodium', 'C:filopodium membrane', 'C:filopodium tip', 'C:lamellipodium', 'C:myosin complex', 'C:neuron projection', 'C:neuronal cell body', 'C:nucleolus', 'C:plasma membrane', 'C:ruffle', 'F:actin filament binding', 'F:ATP binding', 'F:calmodulin binding', 'F:microfilament motor activity', 'F:phosphatidylinositol-3,4,5-trisphosphate binding', 'F:plus-end directed microfilament motor activity', 'F:spectrin binding', 'P:cytoskeleton-dependent intracellular transport', 'P:positive regulation of cell-cell adhesion', 'P:regulation of cell shape', 'P:regulation of filopodium assembly', 'P:signal transduction']"
463,Q9NP77,SSU72,None,0,20,0,1,1,1,8,,"['C:cytosol', 'C:mRNA cleavage and polyadenylation specificity factor complex', 'C:nucleoplasm', 'F:myosin phosphatase activity', 'F:RNA polymerase II CTD heptapeptide repeat phosphatase activity', ""P:co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway"", 'P:termination of RNA polymerase II transcription']"
464,Q9NQU5,PAK6,None,0,38,0,3,1,1,3,,"['C:cell junction', 'C:cytoplasm', 'C:cytosol', 'C:fibrillar center', 'C:nucleoplasm', 'C:postsynaptic density', 'F:ATP binding', 'F:cadherin binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:apoptotic process', 'P:cytoskeleton organization', 'P:intracellular signal transduction', 'P:learning', 'P:locomotory behavior', 'P:memory', 'P:neuron projection arborization', 'P:neuron projection extension', 'P:regulation of DNA-templated transcription', 'P:regulation of MAPK cascade']"
465,Q9NQU5,BUB1B-PAK6,None,0,38,0,0,1,1,3,,"['C:cell junction', 'C:cytoplasm', 'C:cytosol', 'C:fibrillar center', 'C:nucleoplasm', 'C:postsynaptic density', 'F:ATP binding', 'F:cadherin binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:apoptotic process', 'P:cytoskeleton organization', 'P:intracellular signal transduction', 'P:learning', 'P:locomotory behavior', 'P:memory', 'P:neuron projection arborization', 'P:neuron projection extension', 'P:regulation of DNA-templated transcription', 'P:regulation of MAPK cascade']"
466,Q9NQU5,PAK6,None,0,38,0,3,1,1,3,,"['C:cell junction', 'C:cytoplasm', 'C:cytosol', 'C:fibrillar center', 'C:nucleoplasm', 'C:postsynaptic density', 'F:ATP binding', 'F:cadherin binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:apoptotic process', 'P:cytoskeleton organization', 'P:intracellular signal transduction', 'P:learning', 'P:locomotory behavior', 'P:memory', 'P:neuron projection arborization', 'P:neuron projection extension', 'P:regulation of DNA-templated transcription', 'P:regulation of MAPK cascade']"
