,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Article Count,Interactions,GO Score,Overall Score,GO Terms
388,Q92890,UFD1,https://www.antibodypedia.com/gene/22930/UFD1,382,31.0,265,9,0,1.8163271192489463,"['GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0036501', 'GO:0034098', 'GO:0004843', 'GO:0036435', 'GO:0031593', 'GO:0071218', 'GO:0036503', 'GO:0039536', 'GO:0032480', 'GO:0043161', 'GO:0030970', 'GO:0001501', 'GO:0006511']"
389,Q92928,,,0,0.0,0,0,0,0.0,"['GO:0005737', 'GO:0012505', 'GO:0016020', 'GO:0003925', 'GO:0005525', 'GO:0003924', 'GO:0000045', 'GO:0006886']"
390,Q92935,EXTL1,https://www.antibodypedia.com/gene/30538/EXTL1,119,23.0,27,0,0,0.16914447685649434,"['GO:0005789', 'GO:0005794', 'GO:0008375', 'GO:0050508', 'GO:0015020', 'GO:0015012', 'GO:0006486', 'GO:0001501']"
391,Q96A32,MYLPF,https://www.antibodypedia.com/gene/13671/MYLPF,177,28.0,58,27,-2,3.5965161350546158,"['GO:0005737', 'GO:0005829', 'GO:0005765', 'GO:0005859', 'GO:0005509', 'GO:0008307', 'GO:0033275', 'GO:0006955', 'GO:0006936', 'GO:0060415', 'GO:0007519']"
392,Q96BD0,SLCO4A1,https://www.antibodypedia.com/gene/29551/SLCO4A1,36,14.0,90,1,0,0.1421725908398661,"['GO:0016323', 'GO:0005886', 'GO:0008514', 'GO:0015132', 'GO:0015347', 'GO:0015349', 'GO:0006811', 'GO:0043252']"
393,Q96C92,ENTR1,https://www.antibodypedia.com/gene/32151/ENTR1,136,21.0,12,2,0,0.5238830167465776,"['GO:0005813', 'GO:0036064', 'GO:0005769', 'GO:0005768', 'GO:0030496', 'GO:0055037', 'GO:0051301', 'GO:0030030', 'GO:0032456', 'GO:0045724', 'GO:1903566', 'GO:0015031', 'GO:0032465']"
394,Q96CN9,GCC1,https://www.antibodypedia.com/gene/17726/GCC1,158,22.0,25,8,0,1.494311534407516,"['GO:0005829', 'GO:0005794', 'GO:0000139', 'GO:0000138', 'GO:0031267']"
395,Q96DE5,ANAPC16,https://www.antibodypedia.com/gene/48879/ANAPC16,12,7.0,3,3,0,0.4896692744450264,"['GO:0005680', 'GO:0005829', 'GO:0000776', 'GO:0005654', 'GO:0031145', 'GO:0051301', 'GO:0070979', 'GO:0070936', 'GO:0016567', 'GO:0051445', 'GO:0007346']"
396,Q96DI7,SNRNP40,https://www.antibodypedia.com/gene/16742/SNRNP40,127,18.0,10,5,-4,-0.8082901664400872,"['GO:0071013', 'GO:0005829', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0005732', 'GO:0071007', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0000398', 'GO:0006396', 'GO:0008380', 'GO:0000375']"
397,Q96DV4,MRPL38,https://www.antibodypedia.com/gene/19644/MRPL38,103,23.0,14,2,-1,0.021208568058969646,"['GO:0005829', 'GO:0005743', 'GO:0005762', 'GO:0005739', 'GO:0032543']"
398,Q96EH3,MALSU1,https://www.antibodypedia.com/gene/12100/MALSU1,55,14.0,18,3,-2,-0.34957206333523916,"['GO:0005829', 'GO:0005759', 'GO:0005739', 'GO:0140978', 'GO:0043023', 'GO:0070130', 'GO:0090071', 'GO:0017148', 'GO:0042273']"
399,Q96FN4,CPNE2,https://www.antibodypedia.com/gene/63170/CPNE2,53,17.0,3,1,0,0.24029244588166718,"['GO:0005737', 'GO:0070062', 'GO:0005634', 'GO:0005886', 'GO:0005544', 'GO:0046872', 'GO:0071277']"
400,Q96GM5,SMARCD1,https://www.antibodypedia.com/gene/1319/SMARCD1,270,31.0,91,6,5,3.545473705781645,"['GO:0035060', 'GO:0000785', 'GO:0140288', 'GO:0043231', 'GO:0000776', 'GO:0071565', 'GO:0071564', 'GO:0016363', 'GO:0005654', 'GO:0005634', 'GO:0016586', 'GO:0016514', 'GO:0003682', 'GO:0060090', 'GO:0005102', 'GO:0003713', 'GO:0003712', 'GO:0071398', 'GO:0006338', 'GO:0045596', 'GO:0007399', 'GO:0006337', 'GO:0045597', 'GO:0008284', 'GO:2000781', 'GO:0045663', 'GO:1902459', 'GO:0045582', 'GO:0070316', 'GO:2000045', 'GO:0030071', 'GO:2000819', 'GO:0006357', 'GO:0045815']"
401,Q96GR2,ACSBG1,https://www.antibodypedia.com/gene/27568/ACSBG1,169,22.0,29,1,0,0.40543270427030015,"['GO:0005737', 'GO:0031410', 'GO:0005829', 'GO:0005783', 'GO:0005886', 'GO:0005524', 'GO:0004467', 'GO:0031957', 'GO:0042759', 'GO:0001676', 'GO:0035338', 'GO:0042552', 'GO:0051384', 'GO:0000038']"
402,Q96H20,SNF8,https://www.antibodypedia.com/gene/30335/SNF8,203,22.0,30,1,2,1.3553175051285287,"['GO:0005737', 'GO:0005829', 'GO:0010008', 'GO:0000814', 'GO:0070062', 'GO:0031902', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0055037', 'GO:0005667', 'GO:0016247', 'GO:0008289', 'GO:0042803', 'GO:0045022', 'GO:0032456', 'GO:0016236', 'GO:0090148', 'GO:0036258', 'GO:0071985', 'GO:1903543', 'GO:0010628', 'GO:0045732', 'GO:0043328', 'GO:0042176', 'GO:0061635', 'GO:0006357']"
403,Q96HP0,DOCK6,https://www.antibodypedia.com/gene/69705/DOCK6,39,12.0,108,4,0,0.6051774785104751,"['GO:0005829', 'GO:0048471', 'GO:0005085', 'GO:0007264']"
404,Q96HW7,INTS4,https://www.antibodypedia.com/gene/31280/INTS4,129,26.0,11,12,0,2.0895825785447695,"['GO:0032039', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0034243', 'GO:0016180']"
405,Q96JH7,VCPIP1,https://www.antibodypedia.com/gene/24885/VCPIP1,100,26.0,25,7,1,1.691593033608432,"['GO:0005737', 'GO:0005788', 'GO:0005795', 'GO:0005634', 'GO:0004843', 'GO:0006974', 'GO:0016320', 'GO:0090168', 'GO:0016579', 'GO:0035871', 'GO:0071108', 'GO:0016567', 'GO:0106300', 'GO:0006508', 'GO:1905634']"
406,Q96KC8,DNAJC1,https://www.antibodypedia.com/gene/2466/DNAJC1,88,23.0,34,2,0,0.42888408836681424,"['GO:0012505', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0031965', 'GO:0005886', 'GO:0001671', 'GO:0003677', 'GO:0051087', 'GO:0045861', 'GO:0006457', 'GO:0050708', 'GO:0006417']"
407,Q96KS0,EGLN2,https://www.antibodypedia.com/gene/66726/EGLN2,437,31.0,145,3,0,1.0566622290333327,"['GO:0005737', 'GO:0005654', 'GO:0005634', 'GO:0016706', 'GO:0008198', 'GO:0160082', 'GO:0031418', 'GO:0019826', 'GO:0031545', 'GO:0045454', 'GO:0071456', 'GO:0030520', 'GO:0018401', 'GO:0045732', 'GO:0001558', 'GO:0043523', 'GO:0001666']"
408,Q96L14,,,0,0.0,0,0,0,0.0,['GO:0042802']
409,Q96L93,KIF16B,https://www.antibodypedia.com/gene/24366/KIF16B,102,15.0,39,1,0,0.2896863076923069,"['GO:0005737', 'GO:0005829', 'GO:0005769', 'GO:0031901', 'GO:0005768', 'GO:0005871', 'GO:0005874', 'GO:0005819', 'GO:0005524', 'GO:0016887', 'GO:0008017', 'GO:0005547', 'GO:0043325', 'GO:0080025', 'GO:0032266', 'GO:0008574', 'GO:0045022', 'GO:0007492', 'GO:0007173', 'GO:0008543', 'GO:0001704', 'GO:0006895', 'GO:0007018', 'GO:0032801', 'GO:0001919']"
410,Q96M86,DNHD1,https://www.antibodypedia.com/gene/48761/DNHD1,18,7.0,11,1,0,0.17756819059218895,"['GO:0070062', 'GO:0036156', 'GO:0036126', 'GO:0005524', 'GO:0045505', 'GO:0051959', 'GO:0008569', 'GO:0030317', 'GO:0120316']"
411,Q96ME1,,https://www.antibodypedia.com/gene/24615/FBXL18,100,21.0,0,1,0,0.3182195899664334,"['GO:0005829', 'GO:0019005', 'GO:0031146']"
412,Q96N11,INTS15,https://www.antibodypedia.com/gene/64371/C7orf26,39,11.0,3,2,0,0.37542030117538744,['GO:0032039']
413,Q96PI1,SPRR4,https://www.antibodypedia.com/gene/56985/SPRR4,16,8.0,10,0,0,0.017557234806525983,"['GO:0005938', 'GO:0031424']"
414,Q96PV4,PNMA5,https://www.antibodypedia.com/gene/63837/PNMA5,96,16.0,9,0,0,0.14685664772318385,"['GO:0042802', 'GO:0043065']"
415,Q96QP1,ALPK1,https://www.antibodypedia.com/gene/26436/ALPK1,100,23.0,100,1,0,0.23682108235069238,"['GO:0005813', 'GO:0005929', 'GO:0005829', 'GO:0000922', 'GO:0005524', 'GO:0048029', 'GO:0106310', 'GO:0004674', 'GO:0060271', 'GO:0002753', 'GO:0045087', 'GO:0043123']"
416,Q96RS0,TGS1,https://www.antibodypedia.com/gene/11709/TGS1,158,25.0,97,5,0,0.9628661934267588,"['GO:0015030', 'GO:0005737', 'GO:0005829', 'GO:0005615', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0030532', 'GO:0071164', 'GO:0008173', 'GO:0036261', 'GO:0022613', 'GO:0000387']"
417,Q96RT8,TUBGCP5,https://www.antibodypedia.com/gene/72633/TUBGCP5,145,26.0,43,7,0,1.3011681158467934,"['GO:0005813', 'GO:0005829', 'GO:0000923', 'GO:0000930', 'GO:0000931', 'GO:0005874', 'GO:0000922', 'GO:0043015', 'GO:0008017', 'GO:0031122', 'GO:0051321', 'GO:0007020', 'GO:0000278', 'GO:0051225']"
418,Q96S38,RPS6KC1,https://www.antibodypedia.com/gene/34615/RPS6KC1,160,26.0,13,1,0,0.40400185485676243,"['GO:0005769', 'GO:0005768', 'GO:0005764', 'GO:0016020', 'GO:0005524', 'GO:0035091', 'GO:0106310', 'GO:0004674', 'GO:0007165']"
419,Q96SF7,TBX15,https://www.antibodypedia.com/gene/20199/TBX15,143,26.0,121,3,7,3.740337600404878,"['GO:0000785', 'GO:0005634', 'GO:0090571', 'GO:0000981', 'GO:0001227', 'GO:0042803', 'GO:0000978', 'GO:1990837', 'GO:0001708', 'GO:0048701', 'GO:0045893', 'GO:0006357']"
420,Q96T21,SECISBP2,https://www.antibodypedia.com/gene/27996/SECISBP2,199,31.0,103,1,1,0.8414260836259261,"['GO:0005739', 'GO:0005654', 'GO:1990904', 'GO:0003677', 'GO:0003730', 'GO:0043021', 'GO:0003723', 'GO:0035368', 'GO:0021884', 'GO:2000623', 'GO:0001514', 'GO:0021756']"
421,Q96T51,RUFY1,https://www.antibodypedia.com/gene/29480/RUFY1,217,31.0,23,1,0,0.48740787143154485,"['GO:0005737', 'GO:0005829', 'GO:0031901', 'GO:0005768', 'GO:0043231', 'GO:0016607', 'GO:0042802', 'GO:0008289', 'GO:0046872', 'GO:0030674', 'GO:0042169', 'GO:0017124', 'GO:0034498', 'GO:0006897', 'GO:0034058', 'GO:0015031', 'GO:0030100', 'GO:0007264']"
422,Q96T76,MMS19,https://www.antibodypedia.com/gene/30936/MMS19,174,26.0,68,8,3,2.8291459803541077,"['GO:0005813', 'GO:0097361', 'GO:0005737', 'GO:0005829', 'GO:0016020', 'GO:0071817', 'GO:0005654', 'GO:0005634', 'GO:0005819', 'GO:0005675', 'GO:0019899', 'GO:0030331', 'GO:0030674', 'GO:0030159', 'GO:0003713', 'GO:0007059', 'GO:0006281', 'GO:0097428']"
423,Q99543,DNAJC2,https://www.antibodypedia.com/gene/9291/DNAJC2,183,29.0,45,2,-1,0.12446045853859034,"['GO:0005737', 'GO:0005829', 'GO:0031965', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0001671', 'GO:0003682', 'GO:0042393', 'GO:0030544', 'GO:0043022', 'GO:0003723', 'GO:0061649', 'GO:0051083', 'GO:0006325', 'GO:0006260', 'GO:2000279', 'GO:0045893', 'GO:1900034', 'GO:0006450']"
424,Q99570,PIK3R4,https://www.antibodypedia.com/gene/33331/PIK3R4,472,33.0,76,9,0,2.11471640496326,"['GO:0005776', 'GO:0005930', 'GO:0005829', 'GO:0043231', 'GO:0005770', 'GO:0016020', 'GO:0015630', 'GO:0071561', 'GO:0030670', 'GO:0035032', 'GO:0034271', 'GO:0034272', 'GO:0005524', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0097352', 'GO:0042149', 'GO:0045022', 'GO:0045324', 'GO:0016236', 'GO:0043491', 'GO:0036092', 'GO:0006468', 'GO:0006622', 'GO:0006623', 'GO:0032801', 'GO:0010506', 'GO:0032465', 'GO:0016241']"
425,Q99627,COPS8,https://www.antibodypedia.com/gene/34471/COPS8,248,34.0,36,5,0,1.157065389392924,"['GO:0008180', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0007250', 'GO:0010387', 'GO:0008285', 'GO:0000338', 'GO:0045116', 'GO:0006468', 'GO:2000434']"
426,Q99962,SH3GL2,https://www.antibodypedia.com/gene/4106/SH3GL2,341,36.0,140,7,0,1.5370008616687507,"['GO:0042995', 'GO:0030669', 'GO:0005737', 'GO:0005829', 'GO:0005769', 'GO:0098978', 'GO:0000139', 'GO:0048471', 'GO:0005886', 'GO:0098793', 'GO:0042802', 'GO:0008289', 'GO:1990416', 'GO:0007417', 'GO:0097484', 'GO:1905604', 'GO:0010629', 'GO:0001933', 'GO:0031175', 'GO:0007165', 'GO:0016191']"
427,Q99986,VRK1,https://www.antibodypedia.com/gene/42/VRK1,274,35.0,213,3,2,1.6356146637317825,"['GO:0015030', 'GO:0000785', 'GO:0005829', 'GO:0005795', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0005524', 'GO:0042393', 'GO:0141003', 'GO:0035175', 'GO:0072354', 'GO:0016301', 'GO:0031492', 'GO:0004672', 'GO:0019901', 'GO:0106310', 'GO:0004674', 'GO:0030576', 'GO:0051301', 'GO:0006338', 'GO:0006974', 'GO:0090166', 'GO:0007077', 'GO:0031175', 'GO:0120187', 'GO:0046777', 'GO:0006468', 'GO:2001222', 'GO:0007165']"
428,Q9BPZ3,PAIP2,https://www.antibodypedia.com/gene/26731/PAIP2,184,23.0,62,2,-5,-1.6799561781124261,"['GO:0005737', 'GO:0003729', 'GO:0000900', 'GO:0030371', 'GO:0007613', 'GO:0017148', 'GO:0045947', 'GO:1900271', 'GO:0007283', 'GO:0006412']"
429,Q9BQ70,TCF25,https://www.antibodypedia.com/gene/30955/TCF25,197,25.0,23,3,3,2.1146508434562956,"['GO:0005829', 'GO:0005634', 'GO:1990112', 'GO:0003677', 'GO:0003714', 'GO:0007507', 'GO:0000122', 'GO:0061945', 'GO:0072344']"
430,Q9BQS8,FYCO1,https://www.antibodypedia.com/gene/29634/FYCO1,151,24.0,105,3,0,0.62988622754984,"['GO:0005776', 'GO:0005794', 'GO:0043231', 'GO:0005770', 'GO:0005764', 'GO:0016020', 'GO:0046872', 'GO:0072383', 'GO:1901098']"
431,Q9BRX2,PELO,https://www.antibodypedia.com/gene/23309/PELO,153,24.0,282,3,-1,0.040976765214904176,"['GO:0005737', 'GO:0022626', 'GO:1990533', 'GO:0046872', 'GO:0043022', 'GO:0170011', 'GO:0051301', 'GO:0051276', 'GO:0007492', 'GO:0001833', 'GO:0060231', 'GO:0070651', 'GO:0070966', 'GO:0070481', 'GO:0030513', 'GO:0006417', 'GO:0072344', 'GO:0032790', 'GO:0071025', 'GO:0019827']"
432,Q9BUI4,POLR3C,https://www.antibodypedia.com/gene/33966/POLR3C,248,23.0,13,8,3,2.992764180295228,"['GO:0005829', 'GO:0005654', 'GO:0005666', 'GO:0003899', 'GO:0003697', 'GO:0051607', 'GO:0006351', 'GO:0045087', 'GO:0045089', 'GO:0032728', 'GO:0006359']"
433,Q9BUN8,DERL1,https://www.antibodypedia.com/gene/13772/DERL1,239,27.0,118,6,0,1.2334768076817677,"['GO:0036513', 'GO:0036502', 'GO:0005769', 'GO:0005783', 'GO:0005789', 'GO:0044322', 'GO:0005770', 'GO:0016020', 'GO:0051117', 'GO:0042802', 'GO:0042288', 'GO:0002020', 'GO:0044877', 'GO:0005047', 'GO:0038023', 'GO:0031625', 'GO:1990381', 'GO:0071218', 'GO:0030968', 'GO:0036503', 'GO:0045184', 'GO:0031398', 'GO:0043161', 'GO:0031648', 'GO:0006986', 'GO:0030970']"
434,Q9BV94,EDEM2,https://www.antibodypedia.com/gene/25993/EDEM2,141,28.0,45,3,0,0.6626646536392221,"['GO:0005783', 'GO:0005788', 'GO:0044322', 'GO:0016020', 'GO:0005509', 'GO:0004571', 'GO:0005975', 'GO:0036503', 'GO:0006058', 'GO:1904154', 'GO:0006986', 'GO:0019082']"
435,Q9BX26,SYCP2,https://www.antibodypedia.com/gene/58383/SYCP2,85,17.0,84,4,1,1.1466384808976273,"['GO:0000779', 'GO:0000800', 'GO:0005634', 'GO:0000795', 'GO:0003677', 'GO:0006915', 'GO:0051301', 'GO:0035234', 'GO:0007143', 'GO:0009566', 'GO:0048808', 'GO:0007140', 'GO:0043066', 'GO:0051093', 'GO:2000242', 'GO:0007130']"
436,Q9BX40,LSM14B,https://www.antibodypedia.com/gene/52743/LSM14B,61,12.0,14,4,-1,0.2689793287743226,"['GO:1990904', 'GO:0003729', 'GO:0003723', 'GO:0006417']"
437,Q9BXB5,OSBPL10,https://www.antibodypedia.com/gene/1161/OSBPL10,166,29.0,32,1,0,0.39817254549780917,"['GO:0005856', 'GO:0005829', 'GO:0016020', 'GO:0015485', 'GO:0001786', 'GO:0005548', 'GO:0036150']"
438,Q9BY89,KIAA1671,https://www.antibodypedia.com/gene/5419/KIAA1671,10,8.0,7,1,0,0.16797558811276855,[]
439,Q9BYC2,OXCT2,https://www.antibodypedia.com/gene/31956/OXCT2,89,24.0,2,0,0,0.14131206832024193,"['GO:0005759', 'GO:0005739', 'GO:0031514', 'GO:0008260', 'GO:0046950', 'GO:0046952']"
440,Q9C029,TRIM7,https://www.antibodypedia.com/gene/29710/TRIM7,149,26.0,46,0,0,0.2018607958496912,"['GO:0005737', 'GO:0005794', 'GO:0005634', 'GO:0061630', 'GO:0008270', 'GO:0140374', 'GO:0016567']"
441,Q9H019,MTFR1L,https://www.antibodypedia.com/gene/30499/MTFR1L,18,8.0,4,0,0,0.02565328095948296,"['GO:0005739', 'GO:0009060', 'GO:0000266']"
442,Q9H0M0,WWP1,https://www.antibodypedia.com/gene/25465/WWP1,158,27.0,214,6,1,1.4732889842332364,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:0005886', 'GO:0000151', 'GO:0061630', 'GO:0004842', 'GO:0007417', 'GO:0034220', 'GO:0045892', 'GO:0043161', 'GO:0016567', 'GO:0007165', 'GO:0046718']"
443,Q9H147,DNTTIP1,https://www.antibodypedia.com/gene/12850/DNTTIP1,261,22.0,24,1,1,1.0053071112187495,"['GO:0005694', 'GO:0000118', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0003677', 'GO:0031491', 'GO:0042803']"
444,Q9H1I8,ASCC2,https://www.antibodypedia.com/gene/224/ASCC2,180,25.0,21,2,2,1.4833166154756094,"['GO:0099053', 'GO:0022626', 'GO:1990391', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0070530', 'GO:0043130', 'GO:0006307', 'GO:0032508', 'GO:0006355', 'GO:0072344', 'GO:0032790', 'GO:1990116']"
445,Q9H2V7,SPNS1,https://www.antibodypedia.com/gene/26665/SPNS1,78,19.0,34,0,0,0.09759779955513596,"['GO:0005765', 'GO:0016020', 'GO:0005743', 'GO:0022857', 'GO:0051977', 'GO:0033700', 'GO:0035751']"
446,Q9H3C7,GGNBP2,https://www.antibodypedia.com/gene/73502/GGNBP2,90,17.0,34,2,0,0.4320962240628268,"['GO:0005737', 'GO:0031410', 'GO:0005634', 'GO:0030154', 'GO:0060716', 'GO:0008285', 'GO:0010629', 'GO:0033140', 'GO:0042532', 'GO:0007283']"
447,Q9H4G0,EPB41L1,https://www.antibodypedia.com/gene/26438/EPB41L1,96,19.0,29,4,-1,0.31298192731218033,"['GO:0005856', 'GO:0005829', 'GO:0005886', 'GO:0003779', 'GO:0005198', 'GO:0031032', 'GO:0030866']"
448,Q9H4H8,FAM83D,https://www.antibodypedia.com/gene/57303/FAM83D,74,16.0,63,5,0,0.8556319867835853,"['GO:0005737', 'GO:0005829', 'GO:0045171', 'GO:0015630', 'GO:0072686', 'GO:0097431', 'GO:0005819', 'GO:0019894', 'GO:0008017', 'GO:0019901', 'GO:0051301', 'GO:0016477', 'GO:0008283', 'GO:0001837', 'GO:0051310', 'GO:1902808', 'GO:1902480', 'GO:0070372', 'GO:0042176', 'GO:0032006', 'GO:0007165']"
449,Q9H582,ZNF644,https://www.antibodypedia.com/gene/46920/ZNF644,38,14.0,28,1,4,1.9880367594619848,"['GO:0005634', 'GO:0000981', 'GO:0046872', 'GO:0000978', 'GO:0001222', 'GO:0006357']"
450,Q9H5I1,SUV39H2,https://www.antibodypedia.com/gene/24975/SUV39H2,368,36.0,145,5,3,2.605207876505777,"['GO:0000785', 'GO:0000775', 'GO:0005654', 'GO:0005634', 'GO:0140938', 'GO:0046974', 'GO:0140949', 'GO:1904047', 'GO:0000976', 'GO:1990756', 'GO:0008270', 'GO:0030154', 'GO:0071456', 'GO:0006325', 'GO:0006338', 'GO:0007623', 'GO:0044725', 'GO:0032259', 'GO:0045892', 'GO:0045814', 'GO:0000122']"
451,Q9H6S0,YTHDC2,https://www.antibodypedia.com/gene/48855/YTHDC2,44,16.0,207,9,0,1.320687321039962,"['GO:0005783', 'GO:0048471', 'GO:0035770', 'GO:0034458', 'GO:0005524', 'GO:0016887', 'GO:0008186', 'GO:0004386', 'GO:1990247', 'GO:0003723', 'GO:0070063', 'GO:0051729', 'GO:0051321', 'GO:0048599', 'GO:0044829', 'GO:0070555', 'GO:0034612', 'GO:0007286']"
452,Q9H6W3,RIOX1,https://www.antibodypedia.com/gene/73399/RIOX1,108,26.0,24,1,1,0.7595787304737923,"['GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0016706', 'GO:0051864', 'GO:0140680', 'GO:0032453', 'GO:0034647', 'GO:0005506', 'GO:0036139', 'GO:0140457', 'GO:0045892', 'GO:0045668']"
453,Q9H7D7,WDR26,https://www.antibodypedia.com/gene/34639/WDR26,91,17.0,51,3,0,0.5774773507819648,"['GO:0005737', 'GO:0005829', 'GO:0034657', 'GO:0005739', 'GO:0005654', 'GO:0005634', 'GO:0000151', 'GO:0043161']"
454,Q9H7Z3,NRDE2,https://www.antibodypedia.com/gene/26518/NRDE2,24,11.0,23,2,-1,-0.11299665761894129,"['GO:0016607', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0051301', 'GO:0006974', 'GO:0000278', 'GO:0006397', 'GO:0048255', 'GO:1902369', 'GO:0046833', 'GO:0031048', 'GO:0008380']"
455,Q9H9A6,LRRC40,https://www.antibodypedia.com/gene/19653/LRRC40,116,20.0,4,0,0,0.183047930064096,"['GO:0016020', 'GO:0007165']"
456,Q9HB96,FANCE,https://www.antibodypedia.com/gene/4446/FANCE,199,29.0,106,2,0,0.548550694012175,"['GO:0005813', 'GO:0000785', 'GO:0005694', 'GO:0005829', 'GO:0043240', 'GO:0005654', 'GO:0005634', 'GO:0036297']"
457,Q9HBE1,PATZ1,https://www.antibodypedia.com/gene/25019/PATZ1,179,23.0,123,0,7,3.323689657283365,"['GO:0001673', 'GO:0005654', 'GO:0005634', 'GO:0003682', 'GO:0003677', 'GO:0001227', 'GO:0046872', 'GO:0000978', 'GO:0031625', 'GO:0008584', 'GO:0045892', 'GO:0010596', 'GO:0000122', 'GO:0045893', 'GO:0001817', 'GO:0006355', 'GO:0002682', 'GO:0007283', 'GO:0030217']"
458,Q9HBM1,SPC25,https://www.antibodypedia.com/gene/33800/SPC25,214,22.0,116,11,0,1.9830171074629654,"['GO:0005829', 'GO:0000776', 'GO:0031262', 'GO:0005634', 'GO:0008608', 'GO:0051301', 'GO:0007059', 'GO:0007094', 'GO:0007052']"
459,Q9HCD6,TANC2,https://www.antibodypedia.com/gene/9399/TANC2,14,9.0,30,2,0,0.313291007918981,"['GO:0030424', 'GO:0043197', 'GO:0099519', 'GO:0060998', 'GO:0061001']"
460,Q9HCX4,TRPC7,https://www.antibodypedia.com/gene/26493/TRPC7,301,34.0,178,0,0,0.33853707869386385,"['GO:0034703', 'GO:0005635', 'GO:0048471', 'GO:0005886', 'GO:0005262', 'GO:0070679', 'GO:0015279', 'GO:0070588', 'GO:0051480', 'GO:0007338']"
461,Q9HD45,TM9SF3,https://www.antibodypedia.com/gene/50246/TM9SF3,81,20.0,14,1,0,0.27630850978811083,"['GO:0016020', 'GO:0072657']"
462,Q9HD67,MYO10,https://www.antibodypedia.com/gene/4455/MYO10,113,23.0,180,3,-1,0.05976052906270979,"['GO:0005938', 'GO:0005829', 'GO:0030175', 'GO:0031527', 'GO:0032433', 'GO:0030027', 'GO:0016459', 'GO:0043005', 'GO:0043025', 'GO:0005730', 'GO:0005886', 'GO:0001726', 'GO:0051015', 'GO:0005524', 'GO:0005516', 'GO:0000146', 'GO:0005547', 'GO:0060002', 'GO:0030507', 'GO:0030705', 'GO:0022409', 'GO:0008360', 'GO:0051489', 'GO:0007165']"
463,Q9NP77,SSU72,https://www.antibodypedia.com/gene/26440/SSU72,130,20.0,98,1,1,0.7346773274942815,"['GO:0005829', 'GO:0005847', 'GO:0005654', 'GO:0017018', 'GO:0008420', 'GO:0180010', 'GO:0006369']"
464,Q9NQU5,PAK6,https://www.antibodypedia.com/gene/10054/PAK6,513,38.0,134,1,1,1.3204978505390108,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005654', 'GO:0014069', 'GO:0005524', 'GO:0045296', 'GO:0106310', 'GO:0004674', 'GO:0006915', 'GO:0007010', 'GO:0035556', 'GO:0007612', 'GO:0007626', 'GO:0007613', 'GO:0140058', 'GO:1990138', 'GO:0006355', 'GO:0043408']"
465,Q9NQU5,BUB1B-PAK6,https://www.antibodypedia.com/gene/10054/PAK6,513,38.0,0,1,1,1.4295718507441038,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005654', 'GO:0014069', 'GO:0005524', 'GO:0045296', 'GO:0106310', 'GO:0004674', 'GO:0006915', 'GO:0007010', 'GO:0035556', 'GO:0007612', 'GO:0007626', 'GO:0007613', 'GO:0140058', 'GO:1990138', 'GO:0006355', 'GO:0043408']"
466,Q9NQU5,PAK6,https://www.antibodypedia.com/gene/10054/PAK6,513,38.0,134,1,1,1.3204978505390108,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005654', 'GO:0014069', 'GO:0005524', 'GO:0045296', 'GO:0106310', 'GO:0004674', 'GO:0006915', 'GO:0007010', 'GO:0035556', 'GO:0007612', 'GO:0007626', 'GO:0007613', 'GO:0140058', 'GO:1990138', 'GO:0006355', 'GO:0043408']"
467,Q9NQU5,BUB1B-PAK6,https://www.antibodypedia.com/gene/10054/PAK6,513,38.0,0,1,1,1.4295718507441038,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005654', 'GO:0014069', 'GO:0005524', 'GO:0045296', 'GO:0106310', 'GO:0004674', 'GO:0006915', 'GO:0007010', 'GO:0035556', 'GO:0007612', 'GO:0007626', 'GO:0007613', 'GO:0140058', 'GO:1990138', 'GO:0006355', 'GO:0043408']"
